"Region","Name","Mean","Lower bound","Upper bound"
"Atlantic","Porites branneri",10.18,8.83,11.54
"Atlantic","Porites colonensis",3.16,2.78,3.59
"Atlantic","Porites divaricata",5.03,4.71,5.34
"Atlantic","Porites furcata",5.64,5.55,5.72
"Atlantic","Porites porites",8.45,7.19,9.7
"Atlantic","Pseudodiploria",10.58,8.76,12.42
"Atlantic","Pseudodiploria clivosa",9.96,8.41,11.49
"Atlantic","Pseudodiploria strigosa",11.24,9.15,13.33
"Atlantic","Red branching CCA",0.38,0.29,0.47
"Atlantic","Red CCA",0.38,0.29,0.47
"Atlantic","Red CCA on dead branching coral",0.38,0.29,0.47
"Atlantic","Red CCA on dead columnar coral",0.38,0.29,0.47
"Atlantic","Red CCA on dead encrusting coral",0.38,0.29,0.47
"Atlantic","Red CCA on dead laminar coral",0.38,0.29,0.47
"Atlantic","Red CCA on dead massive coral",0.38,0.29,0.47
"Atlantic","Rock",0,0,0
"Atlantic","Rock Crustose Coralline Algae",0.38,0.29,0.47
"Atlantic","Rock Turf Algae",0,0,0
"Atlantic","Rock_Pavement",0,0,0
"Atlantic","Scolymia",5.35,5.16,5.55
"Atlantic","Scolymia cubensis",5.38,5.18,5.57
"Atlantic","Scolymia lacera",5.33,5.14,5.53
"Atlantic","Sick CCA",0.38,0.29,0.47
"Atlantic","Siderastrea",6.83,6.21,7.47
"Atlantic","Siderastrea radians",5.99,5.7,6.3
"Atlantic","Siderastrea siderea",7.68,6.69,8.68
"Atlantic","Smothered CCA",0.38,0.29,0.47
"Atlantic","Smothered Rock",0,0,0
"Atlantic","Solenastrea",12.3,11.38,13.23
"Atlantic","Solenastrea bournoni",16.36,16.02,16.83
"Atlantic","Solenastrea hyades",5.97,5.14,6.82
"Atlantic","Sponge: Cliona",0,0,0
"Atlantic","Stephanocoenia intersepta",5.74,5.25,6.25
"Atlantic","Stylaster roseus",7.45,6.25,8.66
"Atlantic","Substrate: Consolidated (hard) Rock",0,0,0
"Atlantic","Thick Branching CCA",0.38,0.29,0.47
"Atlantic","Thick CCA",0.38,0.29,0.47
"Atlantic","Thick Sediment Over Rock",0,0,0
"Atlantic","Thin Patchy CCA",0.38,0.29,0.47
"Atlantic","Thin Sediment over Rock",0,0,0
"Atlantic","Thin Turf/Biofilm on Rock",0,0,0
"Atlantic","Tubastraea",7.42,6,9
"Atlantic","Tubastraea coccinea",7.4,5.98,8.98
"Atlantic","Very Thin Sediment over Rock",0,0,0
"Atlantic","White-gray CCA on dead columnar coral",0.38,0.29,0.47
"Atlantic","White-gray CCA on dead encrusting coral",0.38,0.29,0.47
"Atlantic","White-gray CCA on dead massive coral",0.38,0.29,0.47
"Atlantic","White CCA",0.38,0.29,0.47
"Atlantic","Yellow-orange CCA on dead branching coral",0.38,0.29,0.47
