ROUNDID,MISSIONID,REGION,REGION_NAME,ISLAND,ISLANDCODE,SITE,LATITUDE,LONGITUDE,REEF_ZONE_CODE,REEF_ZONE,DEPTH_BIN,DEPTH_CODE,SITEVISITID,DATE_,OBS_DAY,OBS_MONTH,OBS_YEAR,SITE_MIN_DEPTH,SITE_MAX_DEPTH,HABITAT_CODE,HABITAT_TYPE,DIVER,BELTTRANSECTRUN,METHODNAME,TRANSECT,SEGMENT,SEGWIDTH,SEGLENGTH,NO_SURVEY_YN,COLONYID,TAXONCODE,MORPH_CODE,MORPHOLOGY,COLONYLENGTH,OLDDEAD,RECENTDEAD,RECENT_GENERAL_CAUSE_CODE,RECENT_SPECIFIC_CAUSE_CODE,RECENTDEAD_2,RECENT_GENERAL_CAUSE_CODE_2,RECENT_SPECIFIC_CAUSE_CODE_2,COND,COND_DESCRIPTION,EXTENT,SEVERITY,TAXONNAME,PHYLUM,CLASS,S_ORDER,FAMILY,GENUS_CODE,GENUS,SCIENTIFIC_NAME,RANK,APHIAID
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479773,POCS,BR,Branching,9,0,40,DZGN,TLS,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479774,CYPS,EM,Encrusting (mounding),30,35,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Cyphastrea sp,Cnidaria,Anthozoa,Scleractinia,Faviidae,CYPS,Cyphastrea,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479775,CYPS,EM,Encrusting (mounding),25,10,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Cyphastrea sp,Cnidaria,Anthozoa,Scleractinia,Faviidae,CYPS,Cyphastrea,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479776,POCS,BR,Branching,8,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479777,POCS,BR,Branching,12,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479778,POCS,BR,Branching,10,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479779,POCS,BR,Branching,19,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479780,POCS,BR,Branching,20,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479781,FSTE,EM,Encrusting (mounding),20,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479782,FSTE,EM,Encrusting (mounding),29,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479783,POSP,EM,Encrusting (mounding),5,0,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,100,5,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479784,POSP,MD,Mounding,43,35,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479785,POCS,BR,Branching,8,0,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,100,2,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479786,POCS,BR,Branching,16,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479787,POCS,BR,Branching,7,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479788,POCS,BR,Branching,9,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479789,POCS,BR,Branching,6,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479790,POCS,BR,Branching,5,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479791,FSTE,MD,Mounding,22,60,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479792,MOSP,EM,Encrusting (mounding),17,0,20,DZGN,TLS,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479793,POCS,BR,Branching,18,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479794,POCS,BR,Branching,40,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479795,POCS,BR,Branching,6,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479796,POCS,BR,Branching,19,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479797,MCUR,MD,Mounding,25,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479798,MONS,EM,Encrusting (mounding),11,0,0,.,.,-9,.,.,BLE,Environmental / Thermal Bleaching,100,3,Montastraea sp,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-896,-14.557213,-168.16246,FRF,Forereef,Mid,M,9557,02-MAY-16,2,5,2016,36,50,AGR,Aggregate Reef,HB,19820374,Coral Belt version e,2,7,1,2.5,0,479799,POCS,BR,Branching,8,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora sp,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479800,FSTE,LC,Laminar Columnar,93,60,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479801,MOSP,EM,Encrusting (mounding),21,3,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479802,FSTE,EC,Encrusting (columnar),39,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479803,FSTE,EC,Encrusting (columnar),98,15,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479804,MCUR,MD,Mounding,20,25,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479805,MCUR,MD,Mounding,15,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479806,MCUR,MD,Mounding,16,3,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479807,MCUR,MD,Mounding,16,60,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479808,MCUR,MD,Mounding,13,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479809,MCUR,MD,Mounding,21,25,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479810,MCUR,MD,Mounding,16,60,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479811,FSTE,EC,Encrusting (columnar),33,15,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479812,FSTE,EM,Encrusting (mounding),13,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479813,FSTE,EM,Encrusting (mounding),10,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479814,ACSP,BR,Branching,31,15,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Acropora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,ACSP,Acropora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479815,MCUR,MD,Mounding,9,20,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea curta,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,Montastraea curta,Species,207481
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479816,MOSP,EM,Encrusting (mounding),16,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479817,PSSP,EM,Encrusting (mounding),31,30,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Psammocora sp,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,PSSP,Psammocora,,Genus,
105,SE1602,SAMOA,American Samoa,Rose,ROS,ROS-858,-14.539659,-168.145275,FRF,Forereef,Deep,D,9558,03-MAY-16,3,5,2016,62,76,AGR,Aggregate Reef,HB,19820375,Coral Belt version e,1,3,1,2.5,0,479818,FSTE,EM,Encrusting (mounding),16,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia stelligera,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia stelligera,Species,207441
