ROUNDID,MISSIONID,REGION,REGION_NAME,ISLAND,ISLANDCODE,SITE,LATITUDE,LONGITUDE,REEF_ZONE_CODE,REEF_ZONE,DEPTH_BIN,DEPTH_CODE,SITEVISITID,DATE_,OBS_DAY,OBS_MONTH,OBS_YEAR,SITE_MIN_DEPTH,SITE_MAX_DEPTH,HABITAT_CODE,HABITAT_TYPE,DIVER,BELTTRANSECTRUN,METHODNAME,TRANSECT,SEGMENT,SEGWIDTH,SEGLENGTH,NO_SURVEY_YN,COLONYID,TAXONCODE,MORPH_CODE,MORPHOLOGY,COLONYLENGTH,OLDDEAD,RECENTDEAD,RECENT_GENERAL_CAUSE_CODE,RECENT_SPECIFIC_CAUSE_CODE,RECENTDEAD_2,RECENT_GENERAL_CAUSE_CODE_2,RECENT_SPECIFIC_CAUSE_CODE_2,COND,COND_DESCRIPTION,EXTENT,SEVERITY,TAXONNAME,PHYLUM,CLASS,S_ORDER,FAMILY,GENUS_CODE,GENUS,SCIENTIFIC_NAME,RANK,APHIAID
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-395,19.30686596,166.5940829,FRF,Forereef,Shallow,S,6551,19-MAR-14,19,3,2014,13,16,AGR,Aggregate Reef,JDG,19812034,Coral Belt version e,1,5,1,2.5,0,365440,FMAT,MD,Mounding,7,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-395,19.30686596,166.5940829,FRF,Forereef,Shallow,S,6551,19-MAR-14,19,3,2014,13,16,AGR,Aggregate Reef,JDG,19812034,Coral Belt version e,1,5,1,2.5,0,365441,PMEA,BR,Branching,8,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-395,19.30686596,166.5940829,FRF,Forereef,Shallow,S,6551,19-MAR-14,19,3,2014,13,16,AGR,Aggregate Reef,JDG,19812034,Coral Belt version e,1,5,1,2.5,0,365442,MOSP,EF,Encrusting (flat),24,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-395,19.30686596,166.5940829,FRF,Forereef,Shallow,S,6551,19-MAR-14,19,3,2014,13,16,AGR,Aggregate Reef,JDG,19812034,Coral Belt version e,1,5,1,2.5,0,365443,PMEA,BR,Branching,24,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-395,19.30686596,166.5940829,FRF,Forereef,Shallow,S,6551,19-MAR-14,19,3,2014,13,16,AGR,Aggregate Reef,JDG,19812034,Coral Belt version e,1,5,1,2.5,0,365444,PMEA,BR,Branching,11,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-395,19.30686596,166.5940829,FRF,Forereef,Shallow,S,6551,19-MAR-14,19,3,2014,13,16,AGR,Aggregate Reef,JDG,19812034,Coral Belt version e,1,5,1,2.5,0,365445,PEYD,BR,Branching,56,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora eydouxi,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora eydouxi,Species,206958
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-395,19.30686596,166.5940829,FRF,Forereef,Shallow,S,6551,19-MAR-14,19,3,2014,13,16,AGR,Aggregate Reef,JDG,19812034,Coral Belt version e,1,5,1,2.5,0,365446,MOSP,EF,Encrusting (flat),19,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montipora sp,Cnidaria,Anthozoa,Scleractinia,Acroporidae,MOSP,Montipora,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365447,PLDA,MD,Mounding,20,60,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Platygyra daedalea,Cnidaria,Anthozoa,Scleractinia,Faviidae,PLSP,Platygyra,Platygyra daedalea,Species,207489
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365448,ACAS,EM,Encrusting (mounding),15,0,0,.,.,-9,.,.,DIS,Discolorations other than Bleaching,50,-9,Acanthastrea sp,Cnidaria,Anthozoa,Scleractinia,Mussidae,ACAS,Acanthastrea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365449,GEDW,MD,Mounding,17,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Goniastrea edwardsi,Cnidaria,Anthozoa,Scleractinia,Faviidae,GONS,Goniastrea,Goniastrea edwardsi,Species,207466
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365450,ACAS,EM,Encrusting (mounding),15,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Acanthastrea sp,Cnidaria,Anthozoa,Scleractinia,Mussidae,ACAS,Acanthastrea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365451,FMAT,MD,Mounding,15,5,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365452,FMAT,MD,Mounding,6,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Favia matthaii,Cnidaria,Anthozoa,Scleractinia,Faviidae,FASP,Favia,Favia matthaii,Species,207437
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365453,POSP,EM,Encrusting (mounding),7,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Porites sp,Cnidaria,Anthozoa,Scleractinia,Poritidae,POSP,Porites,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365454,MONS,EM,Encrusting (mounding),17,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Montastraea sp,Cnidaria,Anthozoa,Scleractinia,Faviidae,MONS,Montastraea,,Genus,
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365455,PMEA,BR,Branching,16,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365456,PMEA,BR,Branching,14,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365457,PMEA,BR,Branching,12,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365458,PMEA,BR,Branching,14,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365459,PMEA,BR,Branching,15,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365460,PMEA,BR,Branching,16,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365461,PMEA,BR,Branching,17,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365462,PMEA,BR,Branching,20,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365463,PMEA,BR,Branching,13,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365464,PMEA,BR,Branching,16,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365465,PMEA,BR,Branching,12,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365466,PMEA,BR,Branching,15,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365467,PMEA,BR,Branching,22,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365468,PMEA,BR,Branching,18,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365469,PMEA,BR,Branching,14,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365470,PMEA,BR,Branching,6,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365471,PMEA,BR,Branching,11,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365472,PMEA,BR,Branching,10,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
87,HA1401,PRIAs,Pacific Remote Island Areas,Wake,WAK,WAK-434,19.29380989,166.6558421,FRF,Forereef,Deep,D,6563,19-MAR-14,19,3,2014,2,24,AGR,Aggregate Reef,MF,19812041,Coral Belt version e,1,1,1,2.5,0,365473,PMEA,BR,Branching,14,0,0,.,.,-9,.,.,NDZ,No Disease,-9,-9,Pocillopora meandrina,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,POCS,Pocillopora,Pocillopora meandrina,Species,206964
